"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.30011201531574e-05,1.67935820985899,0.289,0.11,0.279238058649514,"2","HMGXB4"
1.31230955025966e-05,1.30507684450069,0.518,0.307,0.281857845204769,"2","MRPL51"
1.32039614718971e-05,1.47183346205195,0.301,0.11,0.283594684493405,"2","MRPL27"
1.3406538442357e-05,1.64145034173102,0.325,0.134,0.287945632664944,"2","MRPS26"
1.42109821391175e-05,0.968767619406878,0.759,0.596,0.305223474383966,"2","COX6C"
1.42281808931345e-05,1.39875901370889,0.325,0.131,0.305592869222742,"2","BOLA3"
1.55949788875709e-05,1.97736231671132,0.253,0.087,0.334948956547247,"2","GGCT"
1.58169342453551e-05,2.13344886355387,0.265,0.097,0.339716113721738,"2","NCOR2"
1.59412746037487e-05,1.29568445380404,0.518,0.304,0.342386695939315,"2","NDUFB1"
1.77907920386549e-05,1.23670614249127,0.325,0.134,0.382110631406229,"2","TPD52"
1.82355168983663e-05,1.38432370065777,0.253,0.084,0.391662431943111,"2","VEZF1"
1.84232377913229e-05,1.15641152007014,0.386,0.171,0.395694301282034,"2","NCBP2"
1.89395309531731e-05,1.2878112070569,0.337,0.139,0.406783245812253,"2","ATP1B1"
1.90453834959169e-05,2.0642901965518,0.253,0.089,0.409056746725303,"2","DAAM1"
2.06423523085973e-05,1.5682663982587,0.337,0.144,0.443356442884053,"2","C1orf35"
2.08141224464969e-05,1.6037288144604,0.289,0.11,0.447045721905861,"2","TWF1"
2.25811328156827e-05,1.30527956904459,0.337,0.136,0.484997570615234,"2","TRAF4"
2.44707305431765e-05,1.07988344568407,0.602,0.402,0.525582350606345,"2","SSBP1"
2.54926906758982e-05,1.2879245105553,0.386,0.184,0.547532010336941,"2","PDIA4"
2.66635694401527e-05,1.35638859590964,0.337,0.147,0.572680144435599,"2","SNX5"
2.78676662709663e-05,1.0538279282806,0.614,0.417,0.598541736167814,"2","IRF2BP2"
3.08910792533213e-05,1.51817370540586,0.434,0.228,0.663478600202834,"2","SLC25A36"
3.57730333978926e-05,1.32431395772079,0.494,0.291,0.768333211319937,"2","ETFB"
3.74578830912934e-05,1.19658253919014,0.41,0.205,0.804520413034799,"2","MRPL55"
3.76890829623726e-05,1.17153272576871,0.337,0.142,0.809486123865838,"2","TDG"
3.98852827982282e-05,1.03083767818892,0.651,0.486,0.856656103940344,"2","SELENOH"
4.1568979171191e-05,1.07360188786337,0.554,0.336,0.892818534638839,"2","SNHG9"
4.24088183664309e-05,1.31417814536828,0.398,0.189,0.910856600874203,"2","PUF60"
4.34628477487576e-05,0.695513664908849,0.916,0.976,0.933495043947817,"2","RPL12"
4.42518019879471e-05,1.65901318481659,0.386,0.189,0.950440203097127,"2","TIMM8B"
4.4663169097304e-05,1.41504355103812,0.265,0.1,0.959275545871896,"2","LRRC58"
4.70830607763199e-05,0.63739759462283,1,0.995,1,"2","RPL13"
4.81035516129324e-05,1.18441720093377,0.349,0.163,1,"2","PAXBP1"
4.88053781058458e-05,1.54731846603367,0.325,0.142,1,"2","RNF10"
5.10591117789841e-05,0.674382960939594,0.904,0.945,1,"2","RPS5"
5.10690826905684e-05,0.981044920257275,0.699,0.549,1,"2","ENO1"
5.59698544885892e-05,1.84095859587442,0.253,0.097,1,"2","MAP3K11"
5.78379677412029e-05,1.319829067731,0.301,0.118,1,"2","LPGAT1"
5.86370505160588e-05,0.508004305846426,0.976,0.966,1,"2","RPL35"
5.89600539235596e-05,1.42775918096808,0.301,0.126,1,"2","MYL6B"
6.70516034452402e-05,0.978385963016065,0.446,0.22,1,"2","HDGF"
6.79336629233627e-05,0.6576711241773,0.904,0.927,1,"2","RPS20"
6.83015136398264e-05,0.876227934072473,0.867,0.748,1,"2","PPP1R15A"
7.19180382638633e-05,0.639791775150922,0.566,0.32,1,"2","CST3"
7.51961089174769e-05,1.8026849617103,0.253,0.094,1,"2","POU3F1"
7.52587974674456e-05,1.45238293789723,0.446,0.26,1,"2","RBM33"
7.78116025808328e-05,1.36060142184379,0.747,0.748,1,"2","CCNL1"
8.09616029316558e-05,1.03147070561927,0.711,0.53,1,"2","ARL6IP4"
8.11996665715851e-05,1.39370068245703,0.289,0.118,1,"2","CEBPZOS"
8.21348678391743e-05,1.30514411700058,0.41,0.218,1,"2","NDUFB3"
8.30404328226301e-05,1.27169175697626,0.253,0.094,1,"2","RFXANK"
8.32021699753096e-05,2.03122282569111,0.337,0.171,1,"2","AL355075.4"
8.46965323076776e-05,1.13562832177029,0.289,0.115,1,"2","RYK"
9.86519722723547e-05,0.609938338970171,0.831,0.64,1,"2","SNHG8"
0.000101214842845303,1.33289473063815,0.386,0.194,1,"2","RAB10"
0.000102501072857111,1.28151578825019,0.349,0.168,1,"2","SMARCC2"
0.000106386660909401,1.21328084380441,0.361,0.173,1,"2","MAP3K13"
0.000116207151099674,1.16893110013518,0.422,0.215,1,"2","DNAJC2"
0.000118147615487855,1.41001482303235,0.253,0.097,1,"2","ING2"
0.000122833088750281,1.08815334525706,0.398,0.207,1,"2","ANKLE2"
0.000123266807307289,1.50658241773463,0.301,0.134,1,"2","MRPS33"
0.000125739736817191,0.957328575879521,0.542,0.325,1,"2","POLR2J"
0.000127475442489472,1.14717134959408,0.422,0.228,1,"2","MSI2"
0.000129944364253133,1.51413679338112,0.47,0.307,1,"2","ATP5MC1"
0.000130291181355831,1.6720327142429,0.337,0.168,1,"2","TRIM44"
0.000132399376095431,1.0306083347547,0.422,0.228,1,"2","CCNL2"
0.000134471377854803,1.41834665036642,0.337,0.168,1,"2","TIMM13"
0.000138765379465381,1.49516491219723,0.373,0.189,1,"2","TES"
0.000143420909571799,0.983541302624965,0.518,0.312,1,"2","SMIM26"
0.000144267310867398,1.54430608393308,0.277,0.118,1,"2","C8orf33"
0.000148054590471395,1.07323230555462,0.651,0.486,1,"2","NDUFB2"
0.000158495966210792,1.25511111290064,0.301,0.129,1,"2","FAM136A"
0.000159192969882543,1.48137841411096,0.265,0.108,1,"2","ING1"
0.000161171087560611,1.48030719370481,0.325,0.157,1,"2","TET2"
0.000161633915380837,0.809133536183604,0.373,0.176,1,"2","ANAPC5"
0.000163396885558003,0.88665829161083,0.337,0.15,1,"2","UBTF"
0.000164109363125936,1.30917640865658,0.265,0.108,1,"2","LGALS3BP"
0.000186917990303895,0.884738096714517,0.53,0.336,1,"2","TRAPPC5"
0.000188844984743599,1.1767449689663,0.289,0.121,1,"2","MPHOSPH10"
0.000189865293470229,1.63541269745041,0.253,0.105,1,"2","CORO1C"
0.000209783184508957,1.52729246641296,0.337,0.171,1,"2","MT-ND6"
0.000210383538332738,1.33123295040044,0.386,0.21,1,"2","CHCHD7"
0.000210414407816547,1.0202798065098,0.916,0.853,1,"2","SAT1"
0.000216300242823873,0.350015861278251,0.687,0.449,1,"2","LMNA"
0.000234490192140115,0.914324898105726,0.59,0.425,1,"2","KRT10"
0.000239273018152728,0.92076107703288,0.446,0.244,1,"2","APLP2"
0.000243383528300803,1.16838207146719,0.301,0.126,1,"2","HIST3H2A"
0.000246983345302421,1.01825413184739,0.325,0.15,1,"2","CD151"
0.000251220660281904,0.856848111030341,0.651,0.48,1,"2","IFRD1"
0.000261135989810657,1.61646177549156,0.253,0.108,1,"2","MRPL13"
0.000265429102512602,1.99748948478236,0.253,0.113,1,"2","LARP1B"
0.000267325448280468,0.996123207052501,0.277,0.118,1,"2","EIF4E2"
0.00027578100792889,1.42780362902616,0.301,0.139,1,"2","SLC35B1"
0.000280180887408776,0.550378642517437,0.94,0.932,1,"2","SERF2"
0.000281896142961269,1.51970255081292,0.422,0.239,1,"2","MARCH6"
0.000283829475714845,1.34920195487819,0.578,0.457,1,"2","LUC7L3"
0.000304481808749144,1.23318930426015,0.325,0.155,1,"2","TMEM183A"
0.00031084326700772,0.686633993531968,0.59,0.365,1,"2","PHLDA1"
0.000321147200156302,1.65717877746773,0.253,0.108,1,"2","MRPL3"
0.000333381471517736,1.07566933627266,0.434,0.257,1,"2","PDAP1"
0.000339346667328854,1.40086158819595,0.337,0.176,1,"2","GPI"
0.000352259763180666,1.01415446041314,0.59,0.399,1,"2","RTN4"
0.000360312118684261,1.30103415636404,0.554,0.415,1,"2","MORF4L2"
0.000363018521903081,1.20849631791962,0.422,0.255,1,"2","DANCR"
0.00036958280371062,0.92110643952667,0.434,0.241,1,"2","TMCO1"
0.000379808206300545,1.01648103219938,0.337,0.16,1,"2","MKRN1"
0.000380124066349931,0.742152764196231,0.952,0.927,1,"2","JUN"
0.000387585571573417,1.69581087355862,0.277,0.129,1,"2","CEP290"
0.000389127471986716,0.661570912062849,0.711,0.622,1,"2","SNHG6"
0.000391144385493319,1.25077288952433,0.253,0.105,1,"2","PRKRIP1"
0.000414924323749,1.20757789818545,0.458,0.294,1,"2","CHD4"
0.000430582423309917,0.963551124272811,0.458,0.281,1,"2","HIST1H1C"
0.00046114928562597,1.43627914471281,0.289,0.139,1,"2","ZNF148"
0.000467108946255569,1.0900303675973,0.554,0.386,1,"2","NDUFS6"
0.000513542386235874,1.4786062505932,0.253,0.113,1,"2","ARF3"
0.000515551260286736,1.31596440631161,0.361,0.192,1,"2","UBR5"
0.000516864346348846,0.943845123778156,0.554,0.37,1,"2","DNAJB4"
0.000519359858588112,1.09305982953694,0.373,0.199,1,"2","GLRX5"
0.000520037678073581,1.56187638408527,0.301,0.152,1,"2","FBXO32"
0.000557163566034828,1.1062058024021,0.446,0.27,1,"2","TUBA1C"
0.000602902783690531,0.97978003613376,0.578,0.404,1,"2","ZNF207"
0.000607443424874371,1.05042386798173,0.434,0.244,1,"2","HSBP1"
0.00061050740786453,1.37219262471843,0.325,0.171,1,"2","CHMP4B"
0.000617919837534117,0.622218404889934,0.807,0.835,1,"2","RPL31"
0.000625729091152878,0.326275739918538,0.892,0.811,1,"2","FOS"
0.000653909767020133,1.01957908658107,0.289,0.134,1,"2","ZNF281"
0.000654777889299429,1.26207263834832,0.325,0.168,1,"2","COMT"
0.000689756524696715,0.771797316037656,0.482,0.273,1,"2","CHMP2A"
0.000693063145316634,1.08781671871589,0.434,0.265,1,"2","MRPS34"
0.000708668429701068,1.31603761418642,0.542,0.396,1,"2","INTS6"
0.00072579383457293,1.21788209610466,0.41,0.239,1,"2","KDELR1"
0.000736660124285069,0.89382203010799,0.518,0.354,1,"2","UQCRQ"
0.000777076317225839,1.62517029031029,0.253,0.115,1,"2","CDK6"
0.000811062102870128,1.13196528438623,0.301,0.144,1,"2","ESF1"
0.000829531187553298,0.90393610119119,0.47,0.294,1,"2","PABPC4"
0.000835755159793876,1.21703455840663,0.47,0.283,1,"2","DDIT3"
0.000857308619010137,1.23718718842635,0.373,0.215,1,"2","RBBP4"
0.000926376780502265,1.11210377847722,0.506,0.373,1,"2","ROMO1"
0.000944397353176894,1.14609665802892,0.361,0.205,1,"2","RUNX1"
0.000946155021409322,1.20052682408461,0.373,0.218,1,"2","THOC2"
0.00104381982723745,1.22859808707255,0.277,0.134,1,"2","PVT1"
0.00106289958361244,1.05296632249308,0.253,0.11,1,"2","NMD3"
0.00110204608043351,0.73005518345012,0.265,0.118,1,"2","PHKB"
0.00112227259885879,1.223446707829,0.518,0.407,1,"2","NFKBIZ"
0.0011600813263403,0.887733589744836,0.964,0.979,1,"2","RPS6"
0.00119417689528268,1.38210922611425,0.313,0.163,1,"2","ZFR"
0.00120897866101377,0.522215611063848,0.988,0.992,1,"2","RPL28"
0.00124095287977298,0.692459604175548,0.639,0.522,1,"2","PCBP2"
0.0012667830286746,0.910458892638506,0.422,0.252,1,"2","PUM1"
0.00128807082674222,0.891271614618443,0.313,0.16,1,"2","COA4"
0.00129745497792776,1.32648999301544,0.289,0.147,1,"2","DYNC1LI2"
0.00136012794661253,0.919976513644344,0.554,0.396,1,"2","NDUFB10"
0.00146445750979866,0.726776607137634,0.663,0.496,1,"2","LAMTOR4"
0.00147477828775955,0.908394831054388,0.313,0.157,1,"2","RIT1"
0.00148871139389335,1.10406803652689,0.313,0.163,1,"2","P4HA1"
0.00152999406530456,1.03533555560991,0.434,0.27,1,"2","CDK12"
0.0015632612932965,0.628284628021545,1,1,1,"2","MALAT1"
0.00156369275042097,1.14859647268015,0.253,0.121,1,"2","CLCN3"
0.00157569322577465,0.995397924787714,0.627,0.472,1,"2","KTN1"
0.00159635852831482,0.363452600539656,0.952,0.948,1,"2","RPL38"
0.00161927027930055,0.889070422956368,0.313,0.155,1,"2","SCARB2"
0.00162162319886151,1.01720278788444,0.349,0.199,1,"2","CAND1"
0.0016449595399129,0.729779862273225,0.614,0.475,1,"2","NDUFA1"
0.00165361189992917,0.703614852933838,0.518,0.344,1,"2","ZRANB2"
0.00167868700279299,0.621397885342721,0.458,0.26,1,"2","COX20"
0.00168568146260695,1.01289550342766,0.482,0.336,1,"2","COX17"
0.00178630710735589,1.22219257599206,0.265,0.129,1,"2","C12orf45"
0.00179740493579764,1.16639785763337,0.277,0.139,1,"2","PFDN6"
0.00182230659360135,0.499115681852201,0.904,0.911,1,"2","EEF1D"
0.00184618520190037,0.475520904866181,0.976,0.974,1,"2","RPL18"
0.00184794679266318,1.30130559837083,0.325,0.178,1,"2","NT5C"
0.0019047892960978,1.20577554836132,0.325,0.176,1,"2","BRD7"
0.00190878937780722,0.78535527917355,0.602,0.465,1,"2","POLR2L"
0.00193849427565793,1.30003189565274,0.337,0.192,1,"2","TRPS1"
0.00195525962476556,0.610470820294589,0.602,0.454,1,"2","LGALS3"
0.00203975130103785,1.15198185778641,0.277,0.144,1,"2","PSME4"
0.00206225254799658,0.777478413460548,0.542,0.378,1,"2","TOB1"
0.0020649358675055,1.18383292970154,0.373,0.223,1,"2","POLR2I"
0.0020719086312798,1.18968363202003,0.337,0.194,1,"2","ACIN1"
0.00208237579779827,0.779221572178069,0.349,0.189,1,"2","KCNQ1OT1"
0.00213180677491912,0.6171300528098,0.253,0.113,1,"2","ARL16"
0.00214318286434842,1.11137814597994,0.301,0.16,1,"2","LAGE3"
0.00233029171127406,1.10533794527134,0.253,0.118,1,"2","TATDN1"
0.00234608767120762,0.768655227471776,0.602,0.462,1,"2","GOLGB1"
0.00235100983130188,1.0444657515415,0.325,0.178,1,"2","GNL3"
0.00241570554970548,1.21563734473795,0.373,0.215,1,"2","SPEN"
0.00242387681426156,0.684634869466188,0.506,0.328,1,"2","MRPS21"
0.00253551517347626,0.741405133473752,0.651,0.507,1,"2","ATF3"
0.00265788270350517,1.0520494785222,0.386,0.241,1,"2","NENF"
0.00269932494470514,0.631813302604944,0.349,0.202,1,"2","BASP1"
0.00270649764261146,0.963122840862942,0.301,0.165,1,"2","MLEC"
0.00272390916475799,1.21112645416058,0.361,0.231,1,"2","SLIRP"
0.00277127292348346,1.12337107667314,0.265,0.134,1,"2","KIDINS220"
0.00277334516471463,0.768016915553973,0.494,0.328,1,"2","NDUFA3"
0.00284101830907933,0.975003329950727,0.422,0.247,1,"2","DNAJC21"
0.00285715312051118,0.899595289149812,0.41,0.252,1,"2","PRKDC"
0.00291162101840959,1.0251430618697,0.313,0.176,1,"2","ADH5"
0.00298700962255076,0.602123010717097,0.699,0.499,1,"2","NAMPT"
0.00311928112481191,0.661663393308969,0.687,0.614,1,"2","COX6B1"
0.00312386609374192,1.15367594985414,0.386,0.252,1,"2","TIPARP"
0.00313380888622951,1.21592761057643,0.265,0.142,1,"2","ZCCHC8"
0.00313962098432374,1.0122090594917,0.386,0.241,1,"2","FBL"
0.00314341785115208,0.980114121246147,0.253,0.123,1,"2","CAPN1"
0.00327460133366525,1.26397102616116,0.337,0.199,1,"2","IRS2"
0.00327463113851781,1.10908590597262,0.398,0.241,1,"2","MTHFD2"
0.0033370741376636,0.776944099169612,0.325,0.176,1,"2","NDUFAF8"
0.00339914190827972,0.945664064289361,0.325,0.178,1,"2","B3GNT2"
0.00353099103574722,1.04738659899333,0.506,0.354,1,"2","MAT2A"
0.00359762887707311,1.10448554054867,0.313,0.184,1,"2","MSL3"
0.00369762190682811,1.02859177347278,0.349,0.215,1,"2","IRF3"
0.00373545704350869,0.737585760279888,0.494,0.341,1,"2","ACTN4"
0.00376586808620497,1.10487007104419,0.253,0.129,1,"2","PRRC2A"
0.00377692727922835,0.61191704545837,0.458,0.297,1,"2","SNRNP70"
0.00386758733175531,1.08559821666456,0.301,0.171,1,"2","SPSB3"
0.00394584511210773,1.28903975756601,0.265,0.139,1,"2","CUX1"
0.00401878701877823,0.945303498986919,0.458,0.297,1,"2","UGP2"
0.00408188237327913,0.781339970827432,0.373,0.215,1,"2","COPS6"
0.004104889920556,0.53778246905163,0.988,0.995,1,"2","RPLP1"
0.00416617673557134,0.913813218918054,0.373,0.239,1,"2","MIA3"
0.00422396006438215,0.939245036626481,0.386,0.241,1,"2","MRPL52"
0.00435294288207223,1.17638930987193,0.313,0.171,1,"2","AP2B1"
0.00444636677594558,1.02250395364487,0.289,0.152,1,"2","ERCC1"
0.00468394998574069,1.16589207226837,0.253,0.131,1,"2","NCBP2AS2"
0.00475510057275709,1.11724463151315,0.349,0.215,1,"2","MBD4"
0.00481698227308249,0.684985797578232,0.277,0.139,1,"2","BRIX1"
0.0049336394687127,1.03954508125503,0.277,0.155,1,"2","RDX"
0.00502012882885033,1.14348730077995,0.265,0.136,1,"2","HDAC1"
0.00526842918819974,1.25603840276531,0.349,0.226,1,"2","CXCL2"
0.00532995512924854,1.15701438675072,0.313,0.184,1,"2","ACBD3"
0.00540684999725794,0.423023952405678,0.783,0.643,1,"2","HSP90B1"
0.00549751231276377,0.717034619015645,0.398,0.26,1,"2","STMN1"
0.00554740974786086,1.26035848492833,0.386,0.26,1,"2","GTF2I"
0.00577584557206277,1.06586838319312,0.301,0.163,1,"2","LGALS8"
0.00585770359749823,0.901800337656977,0.337,0.207,1,"2","POLE4"
0.00596616073106157,0.955308064774321,0.265,0.142,1,"2","ANKRD17"
0.00607587278527629,0.58258229638856,0.301,0.163,1,"2","DPY30"
0.00644740802169833,0.623026330416305,0.325,0.178,1,"2","TFG"
0.00645438274884097,0.6863372789183,0.301,0.163,1,"2","NPEPPS"
0.00653004070576597,0.691695277488769,0.566,0.446,1,"2","TPR"
0.00700802105093125,0.494397720047517,0.349,0.21,1,"2","IFITM3"
0.00711959434979463,1.0829589876407,0.313,0.194,1,"2","CENPX"
0.00723151128090557,0.805702495841877,0.446,0.315,1,"2","NDUFB9"
0.00740456973901522,1.42532745100875,0.253,0.142,1,"2","CCDC14"
0.00749903005076114,0.857825813150061,0.506,0.409,1,"2","ATP5MF"
0.00760196748836243,0.595750957793824,0.723,0.648,1,"2","NDUFS5"
0.00762783204374674,1.49928673741489,0.301,0.178,1,"2","SLC4A7"
0.00767423686886429,1.19999849491047,0.313,0.194,1,"2","COPZ1"
0.00770211160506604,0.925399641534163,0.265,0.147,1,"2","GOLGA8B"
0.00771042698158098,0.747160895424547,0.59,0.504,1,"2","TAF1D"
0.00781436113029484,0.703710691138386,0.518,0.36,1,"2","PFDN2"
0.00794288862305816,0.880091143104251,0.277,0.15,1,"2","SMIM10L1"
0.00826380408745139,0.825262853419911,0.494,0.375,1,"2","TSTD1"
0.00832802861584185,1.00708663152652,0.337,0.202,1,"2","MDM2"
0.00841926923135826,0.871012267373347,0.494,0.365,1,"2","NDUFB7"
0.00892112114958999,0.771113765641446,0.265,0.142,1,"2","VEZT"
0.0089422625016617,0.381328621165991,0.916,0.874,1,"2","GNAS"
0.00921486594606138,0.995789337555573,0.313,0.197,1,"2","MRPS15"
0.00935391348768534,0.921760153200875,0.289,0.173,1,"2","GON4L"
0.00959085713462305,0.545845144074581,0.831,0.787,1,"2","HNRNPU"
0.00968082478461585,0.860448220542267,0.265,0.142,1,"2","PSMD2"
0.00985776766216674,1.05831890196289,0.373,0.255,1,"2","NDUFC1"
0.00997803638619914,0.69460163611856,0.301,0.171,1,"2","CCDC57"
1.66596270565215e-65,5.19956949986688,0.812,0.014,3.5781546991997e-61,"3","FCRL5"
2.17579157963262e-58,7.4643538898564,0.688,0.009,4.67316515473493e-54,"3","JSRP1"
3.80224798978251e-50,9.46028491575881,0.688,0.019,8.16646823245488e-46,"3","IGHG2"
4.28047642234261e-49,5.31022490710945,0.625,0.012,9.19360725990745e-45,"3","POU2AF1"
5.23327960032585e-49,5.13984226463747,0.875,0.053,1.12400379255799e-44,"3","DERL3"
2.67295285587505e-47,10.6957886475206,0.469,0,5.74096814384844e-43,"3","IGLV3-1"
2.32966478788585e-45,5.55711264862145,0.562,0.009,5.00365403142124e-41,"3","LINC02362"
2.4773109648611e-44,5.50595846661357,0.938,0.095,5.32076849032867e-40,"3","MZB1"
3.59835919537331e-44,7.80938354353783,0.438,0,7.72855587982279e-40,"3","TNFRSF17"
3.69615786966392e-39,4.82041750883812,0.5,0.009,7.93860787246417e-35,"3","CPNE5"
2.32792873562995e-38,3.42112167995842,0.688,0.035,4.999925338386e-34,"3","CD79A"
4.57038178638601e-37,4.27607864224994,0.844,0.076,9.81626600079988e-33,"3","TXNDC5"
7.85429052616652e-37,9.17609861423809,0.906,0.113,1.68694451921004e-32,"3","IGHG1"
2.07782562067167e-34,9.58819138365394,0.844,0.086,4.4627538680786e-30,"3","IGLC1"
2.71535266418363e-34,4.09190131212401,0.562,0.023,5.8320344521336e-30,"3","SPAG4"
3.58188640595977e-34,4.56116639815755,0.469,0.012,7.6931756227204e-30,"3","MEF2B"
5.66552318515342e-34,8.60701990289852,0.656,0.042,1.21684106970725e-29,"3","IGHGP"
1.80463468580359e-32,4.43566701998825,0.406,0.007,3.87599437816894e-28,"3","KCNN3"
3.92151704011888e-32,3.7241502722703,0.469,0.014,8.42263429876732e-28,"3","GAB1"
8.95476590976452e-32,6.59367588781626,0.312,0,1.92330462209922e-27,"3","AC012236.1"
2.40891158962031e-29,4.01212762012732,0.531,0.028,5.1738603121865e-25,"3","BHLHE41"
2.40945579765644e-29,8.92148739270637,0.812,0.109,5.1750291622065e-25,"3","IGHG4"
1.44572800480151e-28,4.58574198315172,0.312,0.002,3.10513460871269e-24,"3","FCRL2"
1.20898611921688e-25,6.83671342003812,0.25,0,2.59666038685402e-21,"3","FCRLA"
1.20898611921688e-25,6.81546774859621,0.25,0,2.59666038685402e-21,"3","AC104699.1"
1.28752155183566e-24,2.67132799107313,0.656,0.065,2.76533878903262e-20,"3","MEF2C"
6.01281179385984e-24,2.74800046023615,0.625,0.058,1.29143171708522e-19,"3","ST6GAL1"
8.71780064695588e-24,2.57247918267325,0.562,0.044,1.87240922295318e-19,"3","ICAM2"
1.05210823926536e-23,3.36359487821812,0.531,0.042,2.25971807629414e-19,"3","COBLL1"
5.67710451900967e-23,4.25913654773929,0.281,0.005,1.2193285085929e-18,"3","CASP10"
8.26470775253302e-23,4.66978694038307,0.375,0.016,1.77509393108904e-18,"3","HDAC9"
1.30651561268604e-22,2.91118333222248,0.844,0.169,2.80613423292708e-18,"3","FKBP11"
1.33194491029424e-22,8.31037608016078,0.25,0.002,2.86075127832996e-18,"3","IGKV4-1"
1.36997229896136e-22,1.76209012113899,0.562,0.049,2.94242650370921e-18,"3","GAS6"
1.53256404168543e-22,2.82045343073077,0.562,0.049,3.29164104873196e-18,"3","SDC1"
1.5778635823584e-22,5.28178991416202,0.25,0.002,3.38893540218938e-18,"3","FAM92B"
3.72134715787322e-22,5.27091512824919,0.625,0.074,7.9927094256801e-18,"3","JCHAIN"
1.7336450786368e-21,3.06497530661788,0.781,0.148,3.72352289989613e-17,"3","PRDX4"
1.73876683448258e-21,3.94661772829208,0.406,0.023,3.73452340710168e-17,"3","BLNK"
4.00787495168043e-20,5.26061293651475,0.25,0.005,8.60811382121922e-16,"3","HID1"
4.90357605816986e-20,1.92481300852296,0.25,0.005,1.05319006577372e-15,"3","PKHD1L1"
5.40805774117936e-20,2.92009933570552,0.375,0.021,1.1615426416505e-15,"3","LMF1"
5.55485535039605e-20,2.36639015594424,0.531,0.051,1.19307183215806e-15,"3","RASSF6"
7.42398918803054e-20,2.60265782851296,0.469,0.037,1.5945243978052e-15,"3","B4GALT7"
2.54588916656927e-19,2.87316529937051,0.406,0.028,5.46806075195749e-15,"3","CDK14"
4.05930538134858e-19,4.42178326577291,0.281,0.009,8.71857609806049e-15,"3","AC012368.1"
7.16260382642813e-19,3.68041110724832,0.469,0.042,1.53838404984023e-14,"3","STARD5"
9.46248231074754e-19,3.59644631646263,0.312,0.014,2.03235195070236e-14,"3","VPREB3"
1.01391330283205e-18,1.79301576564336,0.469,0.039,2.17768299182267e-14,"3","QPRT"
1.38907598974629e-18,3.07127943030205,1,0.674,2.98345741077707e-14,"3","SSR4"
1.44663969223311e-18,2.27618352091352,0.312,0.014,3.10709273097827e-14,"3","LINC02384"
1.86747736536238e-18,2.43173570593551,0.469,0.042,4.01096788532532e-14,"3","FKBP2"
1.97191433963421e-18,2.7089016557665,0.469,0.042,4.23527761866636e-14,"3","METTL7A"
2.83315977625286e-18,5.68625135504158,0.25,0.007,6.08506056743589e-14,"3","FAM30A"
8.72710726470353e-18,2.92658806550458,0.375,0.025,1.87440809831303e-13,"3","FCGR2B"
9.8331781971004e-18,4.36218676892211,0.281,0.012,2.11197001317322e-13,"3","DHRS9"
1.5066206224449e-17,2.78699699092796,0.562,0.067,3.23591977288716e-13,"3","POU2F2"
3.53325437630936e-17,2.45340118874126,0.406,0.032,7.58872374943723e-13,"3","PAIP2B"
4.76850910290207e-17,3.71748963421429,0.406,0.035,1.02418038512131e-12,"3","PTP4A3"
8.04627444099316e-17,1.78977666535781,0.688,0.104,1.72817882443651e-12,"3","CRELD2"
1.13590776740529e-16,2.46144402876558,0.406,0.035,2.43970270283309e-12,"3","C11orf24"
1.46934543642082e-16,2.67312454899803,0.562,0.079,3.15586012834463e-12,"3","RAB30"
1.49961744440737e-16,2.24376914002269,0.406,0.035,3.22087834709816e-12,"3","LTC4S"
1.97986083246137e-16,8.25192020049431,0.844,0.35,4.25234509596052e-12,"3","IGHG3"
5.98129908747243e-16,2.15613559094507,0.75,0.139,1.28466341800733e-11,"3","MARCKS"
7.67786127720448e-16,2.43758173299774,0.938,0.412,1.64905104511798e-11,"3","XBP1"
7.73482505973502e-16,2.10894489283776,0.5,0.058,1.66128572632989e-11,"3","ST6GALNAC4"
1.23032402647183e-15,1.9056249983755,0.75,0.146,2.6424899440562e-11,"3","PIM2"
1.48490579100101e-15,2.68531634238628,0.531,0.067,3.18928065791196e-11,"3","SIL1"
5.00732097491798e-15,3.54325405173535,0.344,0.028,1.07547239899288e-10,"3","ITGA6"
5.46022564412676e-15,3.73432984528503,0.344,0.028,1.17274726384555e-10,"3","CHST2"
1.23283730830898e-14,1.81669755665326,0.969,0.257,2.64788797078603e-10,"3","RRBP1"
1.29045168057902e-14,2.54701867872188,0.375,0.035,2.77163211954761e-10,"3","CHPF"
1.33358514734416e-14,1.8890552202096,0.5,0.065,2.86427417946578e-10,"3","CD38"
1.85925927549741e-14,1.87539505455458,0.594,0.09,3.99331707191334e-10,"3","TOR3A"
2.15890772566694e-14,2.33646678752194,0.406,0.042,4.63690201318745e-10,"3","CD79B"
2.70102372624211e-14,2.04994054722999,0.469,0.058,5.8012587592228e-10,"3","DAPP1"
4.66746247608658e-14,2.40118482140558,0.812,0.208,1.00247759061388e-09,"3","ANKRD28"
6.70217186685561e-14,1.40919502681886,0.594,0.093,1.43949247356325e-09,"3","CCM2"
1.00318208407862e-13,1.81968913438939,0.375,0.037,2.15463448018407e-09,"3","MANEA"
2.48520536026088e-13,2.0842297494907,0.438,0.056,5.33772407276832e-09,"3","PECAM1"
3.49966056987041e-13,3.11363472155666,0.281,0.021,7.51657097196766e-09,"3","TNFRSF13C"
4.56348133483646e-13,1.62496630780371,0.375,0.039,9.80144521096175e-09,"3","CADM1"
