"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.000149076113269196,1.2232137740015,0.394,0.268,1,"0","IK"
0.000154573666345546,0.877929986212421,0.467,0.341,1,"0","PDE4B"
0.000165912191451392,0.554616178473618,0.757,0.702,1,"0","PTGES3"
0.000171062376654147,0.602847589519877,0.873,0.868,1,"0","HSPH1"
0.000179035831277112,1.36357605773485,0.274,0.146,1,"0","LPIN2"
0.00018118084360301,1.70255862897013,0.313,0.195,1,"0","DOCK8"
0.000189281576789797,0.366511271706696,0.873,0.859,1,"0","EEF1B2"
0.000204300866260982,0.404124970153398,0.869,0.912,1,"0","MT-ND3"
0.000208077289746722,1.14234453933457,0.436,0.327,1,"0","PRDM2"
0.00021304609293337,0.674319986857659,0.822,0.878,1,"0","HSPD1"
0.000219270046507577,1.05111922458793,0.459,0.351,1,"0","SMARCA5"
0.000222750029054302,0.492033461231735,0.618,0.434,1,"0","CD37"
0.000230833622123062,1.15022467076697,0.367,0.244,1,"0","LYST"
0.000254623260855821,0.803190458068417,0.525,0.439,1,"0","GNAI2"
0.00025576035624728,0.356086436320622,0.896,0.937,1,"0","HNRNPA2B1"
0.000258664051185986,0.503416963079875,0.849,0.82,1,"0","SRSF7"
0.000259562182827971,0.740477438134313,0.618,0.58,1,"0","BZW1"
0.000276461171806005,0.567720314317565,0.614,0.488,1,"0","STAT3"
0.000311053111498129,1.06813571976697,0.475,0.4,1,"0","TERF2IP"
0.000312192653574951,0.565027667537211,0.363,0.205,1,"0","TNFRSF1B"
0.000319823087657005,1.23570827534336,0.398,0.288,1,"0","PAFAH1B1"
0.000321008643612044,0.50272744047796,0.768,0.756,1,"0","SOD1"
0.000324716900087794,1.10110944750393,0.309,0.176,1,"0","SMAD7"
0.000337764670768185,0.40175382563985,0.822,0.8,1,"0","TOMM7"
0.000359534156004231,0.759977810723474,0.398,0.259,1,"0","LBH"
0.000361708907982795,0.65363948826765,0.629,0.566,1,"0","MAP1LC3B"
0.000365315126232239,1.59432791970132,0.27,0.156,1,"0","PDCL3"
0.000372627008890356,1.15092844490135,0.29,0.161,1,"0","PSMD13"
0.000412267796905876,1.22672718281226,0.263,0.137,1,"0","LAT"
0.000416056634241396,0.996139581544012,0.386,0.268,1,"0","GYPC"
0.000430302064054104,0.905854063992285,0.502,0.439,1,"0","RABAC1"
0.000433483508026441,0.754307521089729,0.498,0.385,1,"0","VAMP2"
0.000436495334641119,0.512142189528373,0.776,0.766,1,"0","DYNLL1"
0.000443579515341652,0.651806353240572,0.656,0.615,1,"0","SAP18"
0.00044950528095735,1.21674016375866,0.282,0.156,1,"0","RAPGEF6"
0.000454519890841585,0.874730268559693,0.251,0.122,1,"0","ICOS"
0.00046815667429969,0.677874894985141,0.676,0.62,1,"0","N4BP2L2"
0.000480575769384219,0.642153509381941,0.618,0.566,1,"0","TRIR"
0.000493637295176812,1.26614653150754,0.375,0.273,1,"0","ABRACL"
0.000498822561804592,1.1985793033868,0.359,0.249,1,"0","ISCA1"
0.000505556307890193,1.40279439083474,0.324,0.22,1,"0","CCDC107"
0.000519812903415254,1.19759267331299,0.39,0.259,1,"0","IL7R"
0.00053110648164752,0.519208642180243,0.641,0.488,1,"0","RNF19A"
0.000531987506687512,0.98642636897482,0.456,0.371,1,"0","UBE2D2"
0.000534732444177409,0.510927397774195,0.625,0.541,1,"0","ANKRD12"
0.000571567746380708,0.68768284885415,0.301,0.171,1,"0","LDLRAD4"
0.000590034064674513,0.749291381427339,0.625,0.556,1,"0","CHORDC1"
0.000622835887577886,1.60342661487498,0.263,0.156,1,"0","SLC9A3R1"
0.000696879410968727,1.17196209167044,0.413,0.327,1,"0","PSMA1"
0.000705995017384258,0.906966894875311,0.436,0.332,1,"0","G3BP2"
0.000708096355892167,1.02003989163104,0.336,0.205,1,"0","TIGIT"
0.000756785036706447,1.85828049292265,0.255,0.156,1,"0","LNPEP"
0.000785327783170492,0.716734072871997,0.618,0.551,1,"0","ID2"
0.000810792669002162,1.32662018551179,0.259,0.151,1,"0","LCP2"
0.000819022890087707,1.36519690636535,0.297,0.185,1,"0","TTC14"
0.000888471680210308,0.483246802536665,0.718,0.668,1,"0","DDX24"
0.000891250144000111,0.25430991884172,0.946,0.893,1,"0","RACK1"
0.000925421655010752,0.582124991911957,0.575,0.478,1,"0","SYNE2"
0.0009522275309993,0.678199714068222,0.564,0.512,1,"0","ACTR2"
0.000973779231184564,0.391588044283487,0.734,0.761,1,"0","SKP1"
0.000977130535787721,1.54982886750395,0.27,0.166,1,"0","SUN2"
0.000988281349138723,1.56542817557652,0.313,0.229,1,"0","DNAJC1"
0.00101933416383189,0.281981738939158,0.958,0.971,1,"0","MT-CO2"
0.0010207301901099,0.885043446860929,0.386,0.263,1,"0","RORA"
0.00106230875059494,1.08063994049403,0.378,0.283,1,"0","CCNH"
0.00107747704061142,0.846321374936701,0.494,0.415,1,"0","CAPZB"
0.00112748903765845,0.882667433627386,0.409,0.307,1,"0","SNRPB2"
0.00122600498914812,1.29748783505486,0.29,0.185,1,"0","COQ10B"
0.00124933267336382,0.878267778876528,0.301,0.176,1,"0","GPR65"
0.00128647941334886,1.37901939663005,0.324,0.234,1,"0","SURF4"
0.00136905346053773,0.76550897889138,0.571,0.532,1,"0","PTP4A2"
0.00137149223970177,1.28648511080867,0.255,0.151,1,"0","DIAPH1"
0.00141409840200826,1.46977880762418,0.293,0.195,1,"0","PRMT2"
0.00142068596497034,1.15070144746564,0.274,0.166,1,"0","HCG18"
0.00142902153667755,0.956349171955508,0.459,0.385,1,"0","HNRNPF"
0.00143701375104207,0.423358032058793,0.68,0.649,1,"0","CD44"
0.00144536279985014,0.716227133202564,0.529,0.449,1,"0","HMGB2"
0.00146891834683734,1.62876384790216,0.29,0.2,1,"0","APOL6"
0.00154017066310838,0.585251462641283,0.633,0.546,1,"0","RHOA"
0.0015488742148418,0.919983931579688,0.494,0.415,1,"0","NKTR"
0.00156573075514854,1.12845920364814,0.421,0.361,1,"0","PSMB8"
0.00158061675130093,0.498778328897162,0.425,0.298,1,"0","MACF1"
0.00168300461262528,0.275345811742298,0.934,0.941,1,"0","MT-CYB"
0.00169467449515206,1.06873361281832,0.398,0.327,1,"0","TLN1"
0.00187005451295372,0.642125851649717,0.514,0.424,1,"0","NR4A2"
0.0018771056845374,0.766817838890519,0.56,0.522,1,"0","IFI16"
0.00189685329407669,1.7841988299693,0.282,0.19,1,"0","LIME1"
0.00190208770451309,0.409796526092769,0.784,0.8,1,"0","EIF4A1"
0.00199776926672709,0.778908074157583,0.444,0.346,1,"0","RHOH"
0.00205746208430268,0.665183823812916,0.614,0.61,1,"0","SF3B1"
0.00206021210471685,1.47890305025437,0.278,0.185,1,"0","ANXA6"
0.00206095421201171,0.576825161693436,0.629,0.595,1,"0","HNRNPK"
0.00207800385811449,0.470788474574074,0.68,0.62,1,"0","CCNI"
0.00215061779690827,0.593379278870664,0.544,0.478,1,"0","GLS"
0.0022163371287875,1.15561163358775,0.34,0.249,1,"0","OCIAD2"
0.00231871513539531,0.950252714133049,0.405,0.307,1,"0","GPSM3"
0.00235698663456289,1.14546054620301,0.359,0.268,1,"0","SPTAN1"
0.00235809130207979,1.06201001795448,0.405,0.322,1,"0","DDX3Y"
0.00238126414137828,0.40491920228887,0.811,0.849,1,"0","SRP14"
0.00239076376412586,1.31781713822003,0.309,0.215,1,"0","FMNL1"
0.0023913427234329,0.3212473141131,0.784,0.785,1,"0","RBM39"
0.00245061653108658,0.919621708731418,0.382,0.302,1,"0","PSMA5"
0.00245190150911364,0.564701292586387,0.672,0.678,1,"0","COMMD6"
0.00272389878890788,0.859317169141128,0.367,0.259,1,"0","MOB4"
0.00275840717407227,1.11007553029658,0.27,0.171,1,"0","SETD2"
0.00276517387380493,0.951254950176602,0.278,0.166,1,"0","PTTG1"
0.00281242076022584,0.758955865455783,0.51,0.478,1,"0","PSMB1"
0.00296992011411924,0.679999424502131,0.541,0.483,1,"0","TCP1"
0.00303346225446035,1.06027551409672,0.309,0.215,1,"0","VAMP5"
0.00312036955278045,0.663841165570549,0.533,0.473,1,"0","PSME2"
0.00314678798619856,0.599358071629088,0.548,0.454,1,"0","REL"
0.00326413394581758,1.11073586164075,0.382,0.307,1,"0","AKIRIN1"
0.00335447276425409,0.808007807020461,0.367,0.278,1,"0","UTRN"
0.00344455488870601,1.07781875957346,0.382,0.317,1,"0","CYLD"
0.00358607059979953,1.03792788402684,0.34,0.249,1,"0","HCLS1"
0.00367033319684416,0.388220936453499,0.772,0.766,1,"0","MCL1"
0.00369682825819995,0.710787644650319,0.471,0.39,1,"0","EVI2B"
0.00370543382129355,0.714080909574345,0.317,0.215,1,"0","PPHLN1"
0.00390817109474344,0.984133825919385,0.386,0.307,1,"0","SLC38A1"
0.00398905164310578,0.977510701433267,0.452,0.38,1,"0","NASP"
0.00405248416533547,0.667570791705651,0.548,0.532,1,"0","TAX1BP1"
0.0040576990118921,0.859791215511689,0.251,0.146,1,"0","TC2N"
0.00406017644031718,0.9108546932968,0.467,0.405,1,"0","FAM177A1"
0.00421962389253781,0.902481073596501,0.49,0.454,1,"0","AHSA1"
0.00429303533705317,0.780106961505001,0.479,0.41,1,"0","ZC3HAV1"
0.00445507717218534,1.13462762139466,0.351,0.283,1,"0","MAP2K2"
0.00447500077235726,1.10691035941131,0.255,0.161,1,"0","SETX"
0.00459278941037416,1.26890083675333,0.27,0.185,1,"0","SEPTIN1"
0.00471180941071707,0.267012428904064,0.9,0.878,1,"0","OAZ1"
0.00491408589859566,0.252572980766788,0.915,0.888,1,"0","MYL6"
0.00498856805877273,1.41343019761959,0.255,0.176,1,"0","PIN1"
0.00513041459067149,1.13354232354808,0.274,0.185,1,"0","TNFSF10"
0.0051462395389368,0.28484340918525,0.842,0.795,1,"0","RPS10"
0.00523945057464871,1.04918414962505,0.313,0.229,1,"0","PHF20"
0.00534378956593722,0.493301923401292,0.463,0.371,1,"0","RANBP2"
0.00536161485831403,1.1765246269395,0.328,0.254,1,"0","NDUFA6"
0.00548414171663797,0.994169492960079,0.297,0.205,1,"0","TMX4"
0.00560835715228946,1.07356125994576,0.39,0.322,1,"0","VPS13C"
0.00567032641061451,1.30594322657412,0.305,0.239,1,"0","TMEM230"
0.0056766098062513,0.424550619058386,0.548,0.478,1,"0","PGK1"
0.00610000878191382,0.835863646128005,0.371,0.288,1,"0","MTPN"
0.00614269754047987,1.31163299090775,0.363,0.293,1,"0","KLF2"
0.00622395645268943,0.963187149320742,0.305,0.21,1,"0","AAK1"
0.0063714269772569,1.15358201359383,0.367,0.302,1,"0","XRN1"
0.00642038485968248,1.07103524815254,0.359,0.298,1,"0","MAGOH"
0.00663244285267846,0.518322873852475,0.486,0.39,1,"0","ATP1B3"
0.0068048086085351,1.13443565381499,0.27,0.185,1,"0","CNN2"
0.00684612168634584,0.971256215390656,0.382,0.317,1,"0","MXD4"
0.00686044699188623,0.463387492254912,0.622,0.6,1,"0","RSRP1"
0.00742706150375333,1.42585033519948,0.266,0.19,1,"0","THUMPD1"
0.00775792716746944,1.1113448233174,0.274,0.195,1,"0","SLBP"
0.00812755852212427,0.65353578235783,0.564,0.556,1,"0","KMT2E"
0.00814135031248637,1.38383165284337,0.259,0.185,1,"0","PREX1"
0.00836655392598758,0.402505806627758,0.61,0.624,1,"0","HNRNPH1"
0.00906320265817965,1.31966631249627,0.301,0.239,1,"0","OSTF1"
0.00910459962275792,0.294872574945585,0.676,0.629,1,"0","CD63"
0.00983421873639347,1.07468678944421,0.313,0.244,1,"0","CMC2"
9.6290581322125e-27,3.30199156615441,0.467,0.045,2.0681291056366e-22,"1","MS4A6A"
1.43188170361085e-26,3.76705417419122,0.456,0.045,3.07539552301538e-22,"1","GK"
4.00105566082848e-22,3.48554706551149,0.378,0.035,8.59346734832741e-18,"1","CYBB"
5.46014133700896e-20,3.28264928743345,0.4,0.053,1.17272915636278e-15,"1","SESN3"
5.69392244429686e-19,4.09638460579139,0.267,0.013,1.22294066258608e-14,"1","LILRB4"
1.40858273169836e-18,3.11947545751943,0.344,0.037,3.02535399114174e-14,"1","SELL"
1.80629929509085e-18,2.0891804858773,0.511,0.104,3.87956962599614e-14,"1","SNX9"
1.91784459116559e-18,3.84792970384604,0.422,0.072,4.11914661290544e-14,"1","CD68"
5.54157853354746e-18,3.51240806957448,0.333,0.037,1.19022023743532e-13,"1","PHACTR1"
5.91686981791685e-17,3.66787833953109,0.322,0.04,1.27082529949218e-12,"1","ICA1"
2.39298201638691e-16,1.21051963391876,0.989,0.765,5.13964677479582e-12,"1","SRGN"
5.14363410585676e-16,3.14358836293397,0.344,0.051,1.10474973325591e-11,"1","MAGEH1"
6.93781327266538e-16,4.1992329402646,0.289,0.032,1.49010353470307e-11,"1","FCGR2A"
8.33138577393456e-16,2.2778050803754,0.356,0.051,1.78941503652566e-11,"1","CD4"
1.65711310997668e-15,2.13819266949208,0.7,0.316,3.55914753760792e-11,"1","RNASET2"
2.81867058451526e-15,2.61840814503963,0.367,0.061,6.05394068142188e-11,"1","THADA"
5.57508371337747e-15,2.77622829923626,0.4,0.083,1.19741647995921e-10,"1","CCR7"
7.34839557782269e-15,2.55721802084627,0.622,0.243,1.57828840220476e-10,"1","CD83"
1.77685911785528e-14,2.07263651394807,0.544,0.168,3.81633801332957e-10,"1","MALT1"
3.26376772097056e-14,3.21046577390822,0.311,0.048,7.00992031110057e-10,"1","RNF130"
5.90414120475934e-14,1.73502707115077,0.7,0.307,1.26809144795821e-09,"1","RAB11FIP1"
4.01003805172337e-13,2.28159379507127,0.356,0.07,8.61275972749146e-09,"1","LST1"
5.13648593792157e-13,2.06363045130556,0.8,0.463,1.10321444974679e-08,"1","HLA-DPA1"
5.40646819300489e-13,2.39779658964363,0.267,0.035,1.16120123849359e-08,"1","TNFSF13B"
9.41771245089332e-13,0.730783816082654,1,0.912,2.02273628020287e-08,"1","RPS13"
1.70279570181359e-12,2.3810509599575,0.378,0.088,3.65726460835524e-08,"1","TNFRSF4"
1.9428044390673e-12,2.45033356189859,0.356,0.08,4.17275537422874e-08,"1","LY96"
2.52961380376392e-12,1.91434202654831,0.289,0.045,5.43310452772416e-08,"1","C1orf162"
2.89408902196282e-12,0.583297325687982,1,0.947,6.21592440137174e-08,"1","RPL9"
5.46996987663558e-12,1.44952906020266,0.578,0.214,1.17484013010379e-07,"1","LIMS1"
1.22751606129074e-11,2.95928392892927,0.3,0.059,2.63645899644025e-07,"1","SERPINA1"
1.25839684041223e-11,0.675119416248129,1,0.864,2.70278473383738e-07,"1","OAZ1"
1.26124383089211e-11,1.45878793647987,0.833,0.479,2.70889949999007e-07,"1","LAPTM5"
1.41248416773217e-11,1.2474909776855,0.711,0.334,3.03373349545515e-07,"1","KDM6B"
1.57986778213496e-11,1.904807412391,0.589,0.273,3.39324002246947e-07,"1","CTSZ"
2.01917691382682e-11,2.40867130816642,0.344,0.083,4.33678817551725e-07,"1","TSHZ2"
2.43260764565099e-11,2.18966006477285,0.544,0.195,5.22475470132919e-07,"1","LTB"
2.83199877911403e-11,1.73816778101272,0.511,0.171,6.0825669777811e-07,"1","CNIH1"
3.05457650789693e-11,0.998187261375345,0.856,0.46,6.56061942366104e-07,"1","CD37"
3.7743010776324e-11,1.75986282113321,0.678,0.398,8.10644385453887e-07,"1","NR3C1"
4.52390363993654e-11,3.03744278332115,0.267,0.048,9.71644023785571e-07,"1","SPI1"
4.67111714290791e-11,2.41296574570149,0.567,0.257,1.00326253995376e-06,"1","CTSS"
5.08831200682862e-11,2.06017851042506,0.556,0.219,1.09286765282665e-06,"1","HLA-DQB1"
5.30983097120574e-11,1.64077364079648,0.489,0.163,1.14044549599557e-06,"1","GNA13"
5.55555295838388e-11,2.80620095402608,0.478,0.179,1.19322166440169e-06,"1","BCL2A1"
6.14072348789673e-11,2.46260351303288,0.344,0.083,1.31890459073046e-06,"1","IRF8"
6.88368761463723e-11,1.43798259690499,0.611,0.249,1.47847842587178e-06,"1","ARID5A"
7.81010804821476e-11,2.75719951711749,0.256,0.043,1.67745500659557e-06,"1","FNIP2"
8.09877903060328e-11,2.71303819752365,0.256,0.043,1.73945576019297e-06,"1","CYSLTR1"
8.45181326059483e-11,1.91166856678647,0.456,0.144,1.81528045211056e-06,"1","RILPL2"
1.09718804070866e-10,2.83899707545079,0.411,0.136,2.35654047383405e-06,"1","FCER1G"
1.53579894577852e-10,1.60704746134697,0.611,0.278,3.2985889757431e-06,"1","JMY"
1.6516069193821e-10,1.20615272377833,0.611,0.238,3.54732134144887e-06,"1","CMTM6"
2.03824962681412e-10,1.84655394984543,0.367,0.096,4.37775254847137e-06,"1","GNA15"
2.04168653321674e-10,1.12672734426217,0.778,0.433,4.38513433604291e-06,"1","FXYD5"
2.47520771315796e-10,1.7066930165679,0.522,0.206,5.31625112632066e-06,"1","NINJ1"
4.04465914345356e-10,2.1534942450635,0.911,0.714,8.68711890830956e-06,"1","CD74"
4.32348602094242e-10,0.588470162659058,0.989,0.906,9.28598327578013e-06,"1","RACK1"
4.3487325191469e-10,2.42970830279763,0.822,0.62,9.34020770462371e-06,"1","HLA-DRA"
4.40202199245236e-10,3.55128638870935,0.344,0.099,9.45466283538919e-06,"1","AIF1"
4.82618603950505e-10,2.0566887491541,0.333,0.083,1.03656823756489e-05,"1","SKAP2"
4.9159446125049e-10,1.58958663641799,0.256,0.045,1.0558465838738e-05,"1","SLC43A3"
6.69515575438287e-10,1.86634994744917,0.778,0.553,1.43798555292635e-05,"1","HLA-DRB1"
6.99819054500668e-10,2.25860624348891,0.411,0.134,1.50307136525653e-05,"1","IRF7"
9.60640849737963e-10,1.95181509446386,0.522,0.217,2.0632644170672e-05,"1","HLA-DRB5"
1.03695736207218e-09,1.1389348356551,0.833,0.5,2.22717702225862e-05,"1","FAM107B"
1.39692617004032e-09,2.40722445481255,0.367,0.115,3.0003180280126e-05,"1","PLEK"
1.42802384653815e-09,1.98087793222919,0.333,0.091,3.06710961759465e-05,"1","AP1S2"
1.52122629272411e-09,0.910464683875045,1,0.989,3.26728983151285e-05,"1","FTH1"
1.88890891622365e-09,0.559654613603235,1,0.981,4.05699857026516e-05,"1","EEF1A1"
2.13597246407962e-09,2.84188928133216,0.389,0.134,4.5876416583502e-05,"1","HES4"
2.33399346286301e-09,1.63048483378507,0.356,0.102,5.01295115953718e-05,"1","ATP6AP1"
2.50666392193457e-09,3.33609543320039,0.267,0.061,5.38381277153106e-05,"1","THBD"
3.58673693027404e-09,1.70372746692469,0.311,0.078,7.70359357884258e-05,"1","ZRANB1"
3.90129310957264e-09,1.18646636765961,0.633,0.318,8.37919734074012e-05,"1","ATP6V0B"
4.4762252257854e-09,2.02726524659899,0.678,0.364,9.61403653994188e-05,"1","CTSB"
5.111892955847e-09,0.639306678514837,0.989,0.869,0.000109793236905682,"1","RPL23"
5.1486427486117e-09,1.19269397032797,0.7,0.361,0.000110582548954682,"1","SDCBP"
5.35577113206869e-09,3.01005719249781,0.522,0.235,0.000115031252374571,"1","GPR183"
5.36534388052561e-09,0.99014471744305,0.622,0.262,0.000115236855865929,"1","GRB2"
6.47715771167655e-09,0.563563075282652,1,0.979,0.000139116393331389,"1","EIF1"
7.52570268409604e-09,1.28236814285294,0.567,0.241,0.000161637042249015,"1","IL6ST"
8.20089018526248e-09,1.25442777228107,0.422,0.139,0.000176138719399067,"1","SYNGR2"
8.79492021092201e-09,0.484021162852043,1,0.949,0.000188897296290183,"1","UBA52"
9.01141950136587e-09,1.66730099176415,0.356,0.11,0.000193547268050336,"1","MCUB"
1.17252551397267e-08,1.96038372377695,0.322,0.088,0.000251835029891051,"1","TBC1D4"
1.36290388295705e-08,0.433107225536164,1,0.955,0.000292724495981516,"1","RPS11"
1.88241437412351e-08,0.871240280399915,0.844,0.58,0.000404304959274247,"1","RNASEK"
2.43079052811174e-08,1.73548949028277,0.289,0.075,0.00052208518962784,"1","NCF4"
2.61299544095509e-08,0.940058163106043,0.867,0.62,0.000561219160808333,"1","EZR"
2.61389708153059e-08,2.38282746362874,0.267,0.067,0.00056141281517114,"1","LGMN"
2.93121582325841e-08,0.999331654011725,0.756,0.428,0.000629566534519441,"1","ZNF331"
3.02440375938393e-08,1.04547974266684,0.733,0.412,0.00064958143944048,"1","GNG5"
3.05856083925729e-08,0.592019469212505,1,0.888,0.000656917697055682,"1","HLA-A"
4.06041032901146e-08,1.21601198167863,0.467,0.179,0.000872094930465082,"1","PLSCR1"
4.51228021345304e-08,1.63967647929392,0.6,0.316,0.000969147544245444,"1","BRI3"
4.67212861153955e-08,1.980271328568,0.378,0.142,0.00100347978318646,"1","CTSH"
4.87995926919214e-08,0.451930026392358,0.989,0.952,0.00104811765183709,"1","RPS28"
5.0020860970389e-08,1.61279174655381,0.5,0.214,0.00107434805192201,"1","BATF"
5.067115226496e-08,2.38532574482281,0.467,0.233,0.00108831500834681,"1","TYROBP"
5.5535518451054e-08,0.920920318585415,0.711,0.385,0.00119279186529174,"1","SMAP2"
5.78778769397538e-08,0.424745857281976,1,0.989,0.00124310104091203,"1","TPT1"
5.87185908480522e-08,1.84698390590679,0.289,0.078,0.00126115789423447,"1","NRIP1"
5.96301312488598e-08,1.78561286374407,0.278,0.072,0.00128073595896301,"1","HLA-DMB"
6.35416466799944e-08,1.20640365844848,0.522,0.211,0.00136474748739292,"1","UCP2"
6.69181893092128e-08,1.48556267688228,0.333,0.104,0.00143726886998327,"1","PPT1"
6.69672089137834e-08,0.877755201444278,0.833,0.572,0.00143832171305024,"1","ATP6V0C"
6.98825534511519e-08,1.64161332499116,0.256,0.061,0.00150093748302384,"1","LGALS9"
8.65303237367517e-08,1.06527654341953,0.333,0.102,0.00185849829321795,"1","SAMHD1"
9.21034061764047e-08,1.74397781032237,0.711,0.441,0.00197819695785682,"1","HLA-DPB1"
9.25071070399661e-08,0.826198043195315,0.978,0.837,0.00198686764500439,"1","SAT1"
9.27785891459257e-08,0.402997069062724,1,0.973,0.00199269853767619,"1","RPL11"
9.41654297748561e-08,1.45936405710824,0.411,0.152,0.00202248510070436,"1","NAF1"
9.54263502735208e-08,0.976424860674532,0.556,0.238,0.00204956715117468,"1","RAP1A"
9.68984165220413e-08,0.891706776286591,0.622,0.302,0.0020811841900604,"1","RGS10"
1.06607679815445e-07,1.48453283381441,0.278,0.075,0.00228971974707612,"1","MFSD12"
1.11149389879118e-07,1.79988210687488,0.444,0.187,0.0023872665958237,"1","GRN"
1.29343248640852e-07,1.20241459297696,0.667,0.388,0.00277803429430822,"1","EIF4A3"
1.46203962704213e-07,1.85823247859639,0.556,0.318,0.00314016871096109,"1","CST3"
1.71923024253221e-07,1.28693052516442,0.3,0.086,0.00369256271491067,"1","TBC1D1"
1.80644267344506e-07,2.16001881147552,0.511,0.289,0.00387987757402529,"1","NPC2"
1.90767350985627e-07,0.888357789063641,0.656,0.342,0.0040973011644693,"1","RAB21"
1.96825573891403e-07,0.855723668885473,0.8,0.497,0.00422741967603955,"1","CREM"
2.02010587090178e-07,0.763058688357753,0.733,0.388,0.00433878338952283,"1","ANP32B"
2.21304445887606e-07,1.99171226950985,0.289,0.088,0.004753176888774,"1","SH3BP5"
2.31690742236373e-07,1.41603991062621,0.3,0.091,0.00497625376175282,"1","CORO1C"
2.34211283397129e-07,2.00584201310318,0.256,0.07,0.00503038994480354,"1","SLC25A19"
2.5601279741656e-07,2.00839380128849,0.478,0.238,0.00549864286291288,"1","HLA-DQA1"
2.62678246057329e-07,1.58412875872611,0.644,0.377,0.00564180336881932,"1","TYMP"
2.81766136100282e-07,3.0088733661596,0.378,0.168,0.00605177307116185,"1","CXCL13"
2.86157428427675e-07,1.55103880222385,0.256,0.067,0.0061460892477696,"1","HEXB"
3.17332737088739e-07,0.769829515687848,0.733,0.401,0.00681567252719194,"1","SOCS3"
3.18430056383885e-07,0.987020865289146,0.356,0.118,0.00683924075101309,"1","ETV6"
3.24120803623932e-07,0.493292240060512,1,0.952,0.00696146662023482,"1","RPS23"
3.50887818426747e-07,0.297057517647508,1,0.976,0.00753636856416966,"1","RPS8"
3.80912929559284e-07,0.982997303231304,0.344,0.112,0.00818124790107429,"1","BTAF1"
4.06781615137276e-07,0.81885530973175,0.656,0.356,0.00873685552991842,"1","SH3BGRL"
4.46657951143896e-07,0.768016608507891,0.689,0.353,0.00959331947466859,"1","CHD1"
4.85482035276434e-07,2.31670456809111,0.344,0.123,0.0104271831536672,"1","CTSL"
5.28678253319051e-07,1.609383399998,0.278,0.083,0.0113549515247866,"1","GMFB"
5.29924313096492e-07,1.3284607831662,0.456,0.201,0.0113817143966864,"1","CCDC50"
6.80298270767838e-07,1.46411734975261,0.456,0.206,0.0146114462595516,"1","FKBP5"
6.99762671866613e-07,1.16434704623523,0.511,0.246,0.0150295026663511,"1","TNFAIP8"
7.2435162396409e-07,1.38236623774666,0.278,0.08,0.0155576241795007,"1","MICAL1"
7.75424757216279e-07,1.3311211726454,0.422,0.184,0.0166545729354912,"1","QKI"
7.98779213944542e-07,1.41179573629064,0.733,0.487,0.0171561799571009,"1","SEC61B"
9.28499829103942e-07,0.834656926858987,0.511,0.219,0.0199423193294945,"1","GDI2"
1.06369129195404e-06,1.7988196551026,0.278,0.086,0.0228459615685889,"1","IFI44L"
1.15559452994086e-06,1.90865890114549,0.411,0.184,0.0248198593140697,"1","BASP1"
1.38759158996133e-06,2.57178542006204,0.256,0.08,0.0298026921691895,"1","ITGAX"
1.43304707155829e-06,1.39603256270033,0.278,0.086,0.0307789850029289,"1","OXSR1"
1.43973547859416e-06,0.538601397062789,0.933,0.802,0.0309226386092454,"1","DNAJA1"
1.4636572407042e-06,2.31265531895049,0.4,0.182,0.0314364302158448,"1","PLAUR"
1.48166856956551e-06,2.08236313431885,0.3,0.107,0.0318232775371279,"1","GRASP"
1.48503551931672e-06,0.675437013144733,0.622,0.299,0.0318955928838846,"1","GPSM3"
1.63673116732645e-06,1.46056870653908,0.622,0.385,0.0351537120118375,"1","CHMP1B"
1.65858950305898e-06,0.961176749619847,0.511,0.241,0.0356231853467008,"1","SEPTIN6"
1.73651220299033e-06,0.798549067809442,0.744,0.449,0.0372968090958263,"1","REL"
1.78018754216803e-06,0.624032527724804,0.833,0.537,0.038234868030685,"1","RHOA"
1.83257427805619e-06,1.41125091194698,0.5,0.251,0.0393600303440908,"1","MAF"
1.91873725689298e-06,1.48072630266019,0.433,0.206,0.0412106388035474,"1","RNF149"
1.97029119736282e-06,1.15759403012965,0.378,0.147,0.0423179143369586,"1","DUSP10"
1.97606977906067e-06,1.04857589611925,0.4,0.16,0.0424420267146651,"1","AC016831.1"
2.33346456829309e-06,0.501190755904944,0.944,0.719,0.050118151997799,"1","ATP5MG"
2.4828645778497e-06,0.967445636344734,0.767,0.511,0.0533269654030559,"1","RGS2"
2.53816097605959e-06,1.1936397555199,0.344,0.128,0.054514621443808,"1","BTF3L4"
2.85901792928642e-06,1.40609752695122,0.356,0.136,0.0614059870852137,"1","CTLA4"
2.99268601231274e-06,0.648559018189665,0.844,0.551,0.064276910172453,"1","PARK7"
3.07088280277056e-06,1.00126686021258,0.278,0.086,0.065956420837906,"1","TPGS1"
3.19009408397831e-06,1.23636933354928,0.311,0.115,0.0685168407356862,"1","CCDC88A"
3.25557284563687e-06,0.621734421655946,0.867,0.537,0.0699231935785887,"1","CNBP"
3.57710655798809e-06,1.53130971881146,0.278,0.094,0.0768290946524681,"1","ZFYVE16"
3.82114313200721e-06,0.673766010951569,0.833,0.529,0.0820705121892508,"1","LINC-PINT"
3.92307020909604e-06,0.940609349789098,0.333,0.118,0.0842597019509648,"1","SERPINB6"
4.04048692213046e-06,0.992484205643467,0.5,0.243,0.086781578113518,"1","AHI1"
